review_text,timestamp_created,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count
"the animation is dope af
",1649488578,True,0,0,0,0
SIMPLE: GREAT GAME!,1649485026,True,0,0,0,0
"Good music good art, good gameplay, great storytelling and options that allow for more casual gamers while still posing a strong challenge for the more hardcore.

I really like that each run feels unique and not wasted. A full run isn't too long that I feel comfortable for short game sessions as well as longer when I have more time.",1649484792,True,0,0,0,0
Sensational.,1649483303,True,0,0,0,0
"what can i say, hot gods means i'll buy",1649479874,True,0,0,0,0
time to beat up dad!,1649478319,True,0,0,0,0
game is good,1649476732,True,0,0,0,0
mommy's boy simulator,1649475032,True,0,0,0,0
its okay,1649474805,True,0,0,0,0
Beautiful game with banging music. Really fun to play. Highly recommend,1649470269,True,0,0,0,0
"Hades, my first Supergiant game and it will not be my last. The story, character writing, artwork and music, my god the music is amazing and worth playing the game alone. What makes it a really amazing game though is the ability to pet the doggo in game. 10/10",1649467430,True,0,0,0,0
Just one more run...,1649465373,True,0,0,0,0
Daddy hades,1649464016,True,0,0,0,0
im deeply invested in the artwork and charachers 15/10,1649461588,True,0,0,0,0
yes,1649459497,True,0,0,0,0
8/10,1649458001,True,0,0,0,0
The refinement of the roguelite formula. You look forward to dying!,1649453688,True,0,0,0,0
"fantastic game and great replay ability! 
",1649452397,True,0,0,0,0
UwU,1649450863,True,0,1,0.472440958023071289,0
cul,1649448624,True,0,0,0.472440958023071289,0
Great story. Tons of replay value. Fast paced action. Tons of skill combos to experiment with,1649447300,True,0,0,0,0
its fun,1649445955,True,0,0,0,0
"Look, alright. I hate Roguelikes. I hated Gungeon, I hated Isaac, I have never in my life liked these games.

Buy this game. If you don't have the money to buy this game, rob someone. If you can't rob someone, take out a loan. If you have bad credit, sell a kidney. If you have nephritis, miss rent for a month to save up. If you don't have an apartment, sell the computer you were planning on playing the game on, and buy the game instead just so you can have it.

This game is good. Like, [b] [i] REALLY, REALLY [/i] [/b] good.",1649445900,True,0,0,0,0
SO much fun,1649445290,True,0,0,0,0
Difficult. So nice.,1649444450,True,0,0,0,0
"Best in genre, possibly best out of genre too. Proof that the video game industry hasn't fully succumbed to derivative profit-mongering yet.

Even people who hate roguelikes enjoy it (14/14 of my friends who don't like roguelikes and have tried it have said it was good and defied their expectations)",1649444044,True,0,0,0,0
daora,1649435970,True,1,0,0.523809552192687988,0
konga idő,1649435959,True,0,0,0,0
,1649435104,True,0,1,0,0
Gameplay good,1649434959,True,0,0,0,0
goated roguelike,1649430791,True,0,0,0,0
Artemis is cute,1649429112,True,5,0,0.569767475128173828,0
You can fuck with Megera and Thanatos.,1649428946,True,1,0,0.523809552192687988,0
"seems good. it's hard for me, but I'm bad at video games. you'll probably like it.",1649428895,True,0,0,0,0
good game,1649428736,True,0,0,0,0
"This is one of those games where you can't wait to finish work for the day to play it. In the beginning I found it just challenging enough to keep me coming back for more, but not so challenging that it was completely demoralising when I would die. I haven't played many isometric action games, or roguelikes before but this is fantastic. The gameplay itself is very fun and every run through feels different. The art and the music are fantastic and the story and writing is also very enjoyable. If you like action games at all, this is absolutely worth trying out.",1649421949,True,0,0,0,0
made me question my sexuality,1649421042,True,1,1,0.523809552192687988,0
"Zagreus is so hot, and the gameplays cool i guess.",1649420278,True,0,0,0,0
"Beautiful art style, amazing voice acting, immersive story, rewarding leveling system, addictive action gameplay. Amazing roguelike, instantly one of my favorite games after only an hour of playing.",1649413931,True,0,0,0,0
cool,1649411126,True,0,0,0,0
"the characters are hot
the game is cool too i guess",1649410961,True,0,0,0,0
hade (singular),1649410320,True,0,0,0,0
I was very bad at this game - but it was a very good game. I loved the story and wish there was more of it.,1649406520,True,0,0,0,0
HADES LOVERS IS GIGACHADS FOR SURE I RECOMMEND THIS GAME I LAAAAOVE HADES BATCHEST THE CHILLS ........ NA NA FR FR THIS GAME IS SUBRE FUN TO PLAY FR FR OK FKS JUST PLAY THE GAME AND ENJOY IT MF  YOU ACTUALLY READ ALL OF THIS JUST GET A JOP U LAZY MF.... OH ME2 I NEED A JOP I WROTE ALL OF THIS SADGE NO LIFE TROllDESPAIR,1649404909,True,0,0,0.47413790225982666,0
kinda cheeky,1649402600,True,0,0,0,0
"I love everything about this game. So much attention to detail, how much you can customise the difficulty, how the characters interact with each over. I cannot think of anything I would change about Hades",1649398068,True,0,0,0,0
"Master piece, there are new dialogues even after finishing the game and it's highly re-playable and addictive. It has become a favorite of mine.
Beautiful art, beautiful voice acting, beautiful music, and very very fun to play.",1649396383,True,0,0,0,0
fun,1649396180,True,0,0,0,0
"This game is a great introduction to the roguelite action genre as is weaves this genre's main mechanic into the storyline. All the voice acting is on point. The way you progress through rooms and collect god boons is very innovative and keeps you thinking about what boon combinations to try.
Brilliant game all around!",1649394229,True,0,0,0,0
game good :),1649393971,True,0,0,0,0
"Ye, but its somehow harder than every other rougelike i've played. and I've beaten a lot games that are considered ""hard""",1649393504,True,0,0,0,0
"I don't even like rogue-likes, but the characters and depth to the dialogue is A+",1649393238,True,0,0,0,0
Nice game,1649392408,True,1,0,0.507692337036132813,0
Gay panic. What more could you want?,1649391967,True,0,0,0,0
Best rouge like I have ever played.  Each run is different and doesn't stop being fun.,1649391649,True,0,0,0,0
hot boys everywhere,1649390539,True,2,0,0.531645596027374268,0
"Good combat and fun to play even tho you keep doing the same thing over and over
",1649390025,True,0,0,0,0
yep the game is damn amazing and i love the olympus and greece mythology.,1649384581,True,1,0,0.52173912525177002,0
Yes. And at a good price!,1649383563,True,0,0,0,0
beautiful game with and awesome story,1649383519,True,0,0,0,0
"Gorgeous game, crazy addicting. Being new to Rogue-likes I got discouraged at first, but kept coming back for the weapons, witty banter, and charming story in a unique setting. One of the only games I've played that made me want to go for 100% completion.",1649382499,True,1,0,0.523809552192687988,0
i am in love with zagreus,1649378281,True,1,1,0.518518567085266113,0
excellent voice work.,1649377381,True,0,0,0,0
fun but not my cup of tea,1649377214,False,0,0,0.436507940292358398,0
"combat feels good. interesting art style. so far, so good.",1649373305,True,1,0,0.523809552192687988,0
"Can't stop playing, really addicting!",1649369232,True,0,0,0,0
yea boi!,1649367207,True,0,0,0,0
"This is the game that brought me back into gaming. The gameplay is perfect in a way that catches you easily and then never let's you go. Always just one more room, one more run, one more thing to unlock, one more relationship to build. It has seemingly endless replayability. It also has beautiful graphic design and excellent voice acting. The story, based on greek mythology, is a worthy addition to the canon in it's own right, with several thousand pages of dialogue/narration. It incorporates sexual, gender and racial diversity in such a light-hearted, natural and matter-of-fact way, making you love the game even more for it. It's also super funny and the characters are complex, unique and, of course, very hot.",1649366894,True,0,0,0,0
"Very polished, interesting story, great mechanics. 10/10",1649366564,True,0,0,0,0
hi im elmo,1649364983,True,0,0,0,0
Fantastic game,1649356880,True,0,0,0,0
Yooo......... Nyx mummy?,1649355139,True,1,1,0.5,0
"bi gang represented , great game",1649353954,True,0,0,0.454545468091964722,0
it's fun,1649352019,True,0,0,0,0
aphrodite is hot,1649349593,True,0,0,0,0
,1649349034,True,0,0,0,0
"Undoubtedly, riveting. The game play is technically comfortable and the runs are never really repetitive thanks to the variations. The story line is wonderful and the sound track really brings it to life. If you're thinking of getting it, go ahead. You won't regret it.",1649345626,True,0,0,0,0
"If you enjoy any kind of story driven rogue-likes, greek mythology, or just a game that oozes with charm, this game has all of it. The voice acting, characters, and stories are all amazing, and the game challenges you in all ways. If you want to just absorb the story, the devs have got you; god mode allows you to focus on the lore and story, and not the difficulty. Personally, I'd rather beat the game and learn the story the normal way, but its all depending on the person. Anyway, fun game, makes me laugh and happy constantly. Worth every single cent.",1649343746,True,0,0,0,0
game good,1649343168,True,0,0,0,0
"I've only been playing a few weeks [spoiler]straight[/spoiler], but it's kinda fun I guess. [spoiler]11/10[/spoiler]",1649342997,True,0,2,0,0
"Giving this 5 out of 5 stars because I can pet Cerberus.

Also, everybody is hot.",1649342795,True,0,0,0,0
No Fucking Escape,1649336598,True,0,0,0,0
"Dash, attack, die, repeat your way through a web of stories.",1649333654,True,0,0,0,0
"Amazing game. Fell in love with it from the first run and until now. I got the true ending, but there are still so many things you can do in the game and so many achievements you can get. I recommend to anyone who likes RPG games, shooting/fighting games, and Greek Mythology enthusiasts. This game helped me find my love for Greek mythology yet again. Honestly would never think I'll like a game like that because typically it is not my style, but I really like the challenge. Definitely recommend to stubborn and persistent people. Best money I spent on a game in a while. 10/10 game.",1649333590,True,0,1,0,0
Great game!,1649330004,True,0,0,0,0
stunning,1649325387,True,0,0,0,0
insanely fun + everyone is hot,1649322923,True,0,1,0,0
This game is so good i love the character interactions but being able to pet cerberus is the best thing about it,1649321232,True,0,0,0,0
god-tier,1649308835,True,1,0,0.511834323406219482,0
Banger,1649304975,True,0,0,0,0
"This game is incredible. Speaking from someone who has 100% the game, I've bee obsessed with it. It keeps me coming back, changing the game based of what god's blessings you have, with different weapons, a good story, and more. Love the game.",1649304848,True,1,0,0.511834323406219482,0
Amazing Game boyo!,1649299141,True,0,0,0,0
"great game
10/10
i'll admit fighting through hell only to get sent back is annoying but if it means replayability i can't complain
",1649299020,True,0,0,0,0
more pets? more pets.,1649294645,True,1,0,0.511834323406219482,0
"Having read up on a lot of Greek mythology when I was younger, this game really made the mythology geek inside me very happy. The artwork, the voice acting, the music, and the gameplay all culminates into such a incredible and unforgettable experience that few games deliver. Can't recommend this one enough to fans of the roguelite genre.

10/10",1649294266,True,0,0,0,0
"Best roguelike out there, unique art and music, good characters, good story, hard but enjoyable gameplay. 10/10
",1649292509,True,0,0,0,0
"I'm not much for a roguelike game, but this is a nice surprise


When you begin the game you are shown a simple roguelike game, but as the game progresses you should see and hear, the art and music of this game are exceptional. There are various Arts for each character and all animations are really well made, there is a great variation of music and it's really great and fitting for each occasion.

You have various different ways to play and the gameplay is real extensive, you would think you are tired after 15+ times of trying to go through different dungeons but even after you reach some objectives, you still find new ways to play.

The Story is real deep and amazingly there is voice lines to every single comment on this game, and trust me, there is A LOT of different comments in this game. There are about 30 characters with a relationship between themselves(greek gods being all a big family and all) and this game really gives the feeling that everyone knows each other and sometimes you get a backstory from a character from another one's perspective.


Either way, I really liked this game and I hope whoever reads this likes it too",1649290744,True,0,0,0,0
"Gameplay is smooth, fun and greatly varied based off of weapon/buff choice. The storyline is engaging, and the characters are so great! Love the art style, music, creativity. Huge bang for your buck. I think everyone can enjoy the sense of accomplishment as you get further and further, improving your skill along the way. I highly recommend -- rogue-like lover or not.",1649289210,True,0,0,0,0
"Awesome game.  The roguelike gameplay, the music, the art are all on point.  Really love how the dialogue with npcs change as you progress through the game.  They notice if you fail or succeed and change how they talk to you as different events unfold.  Incredible replayability as well, just great.",1649284683,True,0,0,0,0
you know how sometimes when you eat like cheese or something you have to run to the toilet like a scooby doo character and you shit out all of your blood? yeah this game is kinda like that,1649283376,True,1,0,0.523809552192687988,0
pretty good,1649279217,True,0,0,0,0
"It is a rare occasion to see a game so thoughtfully crafted. Every line of dialogue, every design choice, every masterfully created sprite... There was so much love and effort put into this game. And likewise I just as much loved completing it. Characters were unbelievably well researched and their personalities translated so fluidly the story alone would've been enough to keep me engaged in finishing it. The gameplay was top tier and no two runs felt the same (even though I did over 80 of them). A truly unique gem.

PS, on a technical side, the game is just as incredibly impressive, among my near 126 hours of gameplay I only got a display issue twice/thrice (and it was most likely due to me being too lazy to configure my settings) 10/10",1649279007,True,0,0,0,0
it's p good,1649276172,True,0,0,0,0
"its great in everything, might be among the best designed games ever. is addictive and fun, joyful and gently pulls you in. does absolutely everything right. music + sound are fire, gameplay is engaging and snappy, story and characters are the true heroes and the game itself is a masterpiece of video game design.",1649274219,True,0,0,0,0
Mommy Nyx,1649269256,True,0,0,0,0
"⣿⣿⣿⣿⣿⣿⣿⣿⡿⠿⠛⠛⠛⠋⠉⠈⠉⠉⠉⠉⠛⠻⢿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⡿⠋⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠉⠛⢿⣿⣿⣿⣿
⣿⣿⣿⣿⡏⣀⠀⠀⠀⠀⠀⠀⠀⣀⣤⣤⣤⣄⡀⠀⠀⠀⠀⠀⠀⠀⠙⢿⣿⣿
⣿⣿⣿⢏⣴⣿⣷⠀⠀⠀⠀⠀⢾⣿⣿⣿⣿⣿⣿⡆⠀⠀⠀⠀⠀⠀⠀⠈⣿⣿
⣿⣿⣟⣾⣿⡟⠁⠀⠀⠀⠀⠀⢀⣾⣿⣿⣿⣿⣿⣷⢢⠀⠀⠀⠀⠀⠀⠀⢸⣿
⣿⣿⣿⣿⣟⠀⡴⠄⠀⠀⠀⠀⠀⠀⠙⠻⣿⣿⣿⣿⣷⣄⠀⠀⠀⠀⠀⠀⠀⣿
⣿⣿⣿⠟⠻⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠶⢴⣿⣿⣿⣿⣿⣧⠀⠀⠀⠀⠀⠀⣿
⣿⣁⡀⠀⠀⢰⢠⣦⠀⠀⠀⠀⠀⠀⠀⠀⢀⣼⣿⣿⣿⣿⣿⡄⠀⣴⣶⣿⡄⣿
⣿⡋⠀⠀⠀⠎⢸⣿⡆⠀⠀⠀⠀⠀⠀⣴⣿⣿⣿⣿⣿⣿⣿⠗⢘⣿⣟⠛⠿⣼
⣿⣿⠋⢀⡌⢰⣿⡿⢿⡀⠀⠀⠀⠀⠀⠙⠿⣿⣿⣿⣿⣿⡇⠀⢸⣿⣿⣧⢀⣼
⣿⣿⣷⢻⠄⠘⠛⠋⠛⠃⠀⠀⠀⠀⠀⢿⣧⠈⠉⠙⠛⠋⠀⠀⠀⣿⣿⣿⣿⣿
⣿⣿⣧⠀⠈⢸⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠟⠀⠀⠀⠀⢀⢃⠀⠀⢸⣿⣿⣿⣿
⣿⣿⡿⠀⠴⢗⣠⣤⣴⡶⠶⠖⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⡸⠀⣿⣿⣿⣿
⣿⣿⣿⡀⢠⣾⣿⠏⠀⠠⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠛⠉⠀⣿⣿⣿⣿
⣿⣿⣿⣧⠈⢹⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣰⣿⣿⣿⣿
⣿⣿⣿⣿⡄⠈⠃⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣴⣾⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣧⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣠⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣷⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣴⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣦⣄⣀⣀⣀⣀⠀⠀⠀⠀⠘⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⡄⠀⠀⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⠀⠀⠀⠙⣿⣿⡟⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠇⠀⠁⠀⠀⠹⣿⠃⠀⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⡿⠛⣿⣿⠀⠀⠀⠀⠀⠀⠀⠀⢐⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⠿⠛⠉⠉⠁⠀⢻⣿⡇⠀⠀⠀⠀⠀⠀⢀⠈⣿⣿⡿⠉⠛⠛⠛⠉⠉
⣿⡿⠋⠁⠀⠀⢀⣀⣠⡴⣸⣿⣇⡄⠀⠀⠀⠀⢀⡿⠄⠙⠛⠀⣀⣠⣤⣤⠄",1649267874,True,1,0,0,0
Nice! I liked the gay sex part!,1649266505,True,2,0,0,0
This game has given me so much pain,1649257814,True,0,0,0,0
gay,1649257340,True,3,0,0.510967731475830078,0
Very cool very nice,1649256632,True,0,0,0,0
"8/10 gameplay is a standard Rouge-lite, it does have some good upgrades to weapons and challenges that make the repetition of areas last longer. However you are really coming for the story which is expertly written. Tying narrative to gameplay will always be the shit. Still working through the game and I still want to learn more about the characters. The thing is my breaks between play sessions get longer as I'm seeing the same things over and over again.",1649248310,True,0,0,0,0
"The game shines light on Greek mythology lore as well as puts you in an amazing story as you play the game.

So many voice lines, the game feels alive and constantly responding to what you do. Even if you become stuck in an area for a bit, the game continues throwing new lines and love at you. It doesn't feel like you're starting over. Everybody responds to your achievements and fails.

Fighting the bosses, the end boss and finally betting them you end up realizing... well now I have to do it again! There is more story here! You beat that segment and then you realize... well damn I still have a bunch of stuff locked that requires more story and gameplay.

Hades was developed with the mind set of hundreds of hours being poured in per person and it damn well shows. 
GODS I love this game.",1649241572,True,1,0,0,0
"What a lovely game, every second spent in this game is a ripe example of excellent time investment)",1649234626,True,0,0,0,0
As a Slay the Spire fan: it improves by having a (quite good) narrative that persists between runs.,1649229308,True,0,0,0,0
"You can, in fact, pet the dog..",1649211924,True,1,1,0,0
not bad ngl,1649211835,True,0,0,0,0
Amazing and intense!!!,1649210154,True,0,0,0,0
Great Game,1649207335,True,0,0,0,0
A great game that is incredibly satisfying and does a great job of providing the player with a compelling story.,1649206193,True,0,0,0,0
Adictive and fun,1649203282,True,0,0,0,0
"Very enjoyable game with great gameplay, gorgeous graphics and splendid voice acting.",1649201517,True,0,0,0,0
"hades is a game with super fun gameplay design, super cool visuals, amazing story and GOD AWFUL ENEMY AND LEVEL DESIGN. you will hate every enemy, level and boss after the midgame. these. enemies. are. not. fun. these. area's. are. not. fun. these. bosses. are. not. fun.",1649199569,False,0,0,0.420076370239257813,0
"Very good, i love Medusa-chan",1649197043,True,0,0,0,0
fun game i am Normal About,1649194515,True,0,0,0,0
"Narrative, game play mechanics, difficulty scaling",1649193633,True,0,0,0,0
fun,1649193001,True,0,0,0,0
thank you mr. supergiant games for letting Zagreus Hadesgame get eiffel-towered by two hot bisexuals,1649186354,True,0,0,0,0
Güzel oyun çok iyi oynayın,1649181886,True,1,0,0.523809552192687988,0
cool game,1649181589,True,0,0,0,0
"What an awesome game,,,",1649178841,True,0,0,0,0
10/10,1649175143,True,0,0,0,0
game makes me act up,1649165261,True,1,0,0.523809552192687988,0
No words. Great game all around,1649163083,True,0,0,0,0
Great game for all you greek mythology lovers.,1649162563,True,0,0,0,0
As a lover of rogue-lites it really scratched the itch.  Don't feel bad if you feel weak the first few runs; you will always get better.,1649160380,True,0,0,0,0
Pog,1649156430,True,0,0,0,0
this game fucking rocks,1649153445,True,0,0,0,0
zagreus and thanatos dynamics kept me going <3,1649142427,True,0,0,0,0
Amazing game with great mechanics,1649140282,True,0,0,0,0
"pet good dogs
meet hot gods
get fun mods
see nice bods
10/10 would take dionysus boons again",1649138776,True,0,0,0,0
"God tier rogue like, 2nd best oat",1649137149,True,0,0,0,0
Better writers than me have already explained why everyone ever should play this game. Just play to pat your giant red puppy.,1649126917,True,0,0,0,0
Very Fun! If you are looking for an easier rougelike then you have found the best there is. Although this is one of the easier games in the genre it still provides plenty of challenge during your playthrough. There are many weapons to collect and that is an added element of fun and excitment.  Sound track absolutely bangs. 10/10 Would recommend,1649125582,True,0,0,0,0
"Incredible gameplay, satisfyingly simple graphics, amazing replayability and surprisingly good story line. 

Definitely recommend for casual, satisfying grind.",1649125487,True,1,0,0.525862038135528564,0
I am addicted please send help I haven't owned this game for a week.,1649121135,True,1,0,0.525862038135528564,0
I love a game where dying is a part of story progression.,1649119515,True,0,0,0,0
"It's good and fun action game.

Story can be a tad...cringy in few moments and interractions but in general all characters are well executed and voiced over. It does have unfortunate period where you're just grinding to get permanent upgrades, after which game becomes trivial without high pact of punishment (kind of self imposed challenge system).

Main downfalls :

Locations will always be the same and in the same order.

Some weapons are vastly better than the others.

Upgrade variety is just ok, it's not too vast and you won't have TOO many interesting interactions.",1649116742,True,0,0,0,0
"Neat story, fun gameplay and ever changing dungeon runs!",1649111311,True,0,0,0,0
awesome,1649109403,True,0,0,0,0
the final boss made me poop myslef,1649108896,True,0,0,0,0
,1649105645,True,0,0,0,0
I want Nyx shit in my mouth :D,1649103970,True,0,0,0,0
This is a game of all time,1649099038,True,0,0,0,0
"The game is very atmospheric, with great music. The protagonist is likeable, NPCs have strong personalities, and they all have a good amount of dialogue. You can pet the dog - Cerberus is a good boy.

While you lose what you upgrade in the runs themselves, you can also upgrade things outside of the runs.

Artstyle is neat, with dashes of colour very fitting for the game.

I can do nothing but recommend it thus far, really. To reiterate my first point: it has such a great atmosphere.
(Review written after reaching Elysium)",1649098145,True,0,0,0,0
"Hard to find anything bad about it, just pure fun and addictive mechanics.",1649098069,True,1,0,0.523809552192687988,0
Meg has the best voice!,1649097642,True,0,0,0,0
"Fun game, kill monster boom boom",1649097589,True,0,0,0,0
it's like WoW's Torghast but good,1649096493,True,0,0,0,0
really cool,1649096188,True,0,0,0,0
Awsome!,1649095584,True,0,0,0,0
"I love everything about this game - the art, the story, the gameplay, the voice acting, the music. The way things unfold gradually as you play again and again...so much awesome.",1649094944,True,0,0,0,0
"this game gave me mental problems. it's impossible to turn it off. its like u step into the lava and u know u die. for the first i thought im gonna open it, die 3 times and leave. but i closed it after 12 death. when i finally passed it i was crying (from happiness i think) because it wasnt the end. after second time i was like ""ok i finished"" but then thanatos showed up. did u see niagara falls? that was me at that moment. for 3 minutes i was watching a jpg of a character and couldnt skip. then i played for next 3 days without meds, food, water. my partner broke up with me, parents disinherited, i will probably lose my apartament. but lol it doesnt matter i have zagreus.
ok seriously its probably the best roguelike possible. colorful characters, addictive plot, amazing combat system. for some reason i always comeback to it, just to chill. if u are hesitating, don't - it's exactly what u need.",1649091641,True,0,1,0,0
It has good action/ lore.,1649090608,True,0,0,0,0
Wow!,1649088675,True,1,1,0.522058844566345215,0
I want them all,1649084198,True,0,0,0,0
"As you can see, I have around 100 hours sunk into the game at the moment of this review and...I've still not heard a single line of dialogue twice. Considering the repetitive nature of the game and also that almost half of those hours belong to a time where the game wasn't fully fleshed out, it's quite impressive. And yeah, I said ""heard"", because it's fully dubbed.

Supergiant clearly does this hustle out of passion, previous works are just a testament of that (Transistor or Pyre share the same level of quality and care in the making) so, I have no doubt in mind that they do this with passion coming first above everything else, instead of seeking just for lucrative business opportunities.

In the end, the bare bones of any game should be the gameplay in itself, right? What if we don't even take that in consideration and we just have a look at everything else? The music, the voice acting, the lore or the art style, without having to to delve further into every one of them, can easily stand out on their own, but here, we have a very strong game into the ""videogame"" as well, and it's addicting. The combat system is satisfying and rewarding, a mixture of action and dialogues with the classic rogue-lite features, such as the progression system and, in Hades case, a particularly rich story that unfolds run after run in a very muscle oriented Greek Gods Pantheon.

All in all I'm just glad that Supergiant finally got the recognition it deserves after some time...now I'm just excited to see what they've got stored for us next...so, yeah, do consider on taking a dive in their latest and most ambitious effort so far, it's worth it, both money and time!",1649083781,True,0,0,0,0
❤💜♡ Thanatos my beloved ♡💜❤  >////< 👉👈,1649083617,True,1,1,0.523809552192687988,0
"this game is literally so good
that i absolutely hate it.
please buy",1649077199,True,0,0,0,0
So freaking cool rpg like game!,1649073892,True,0,0,0,0
"Hades has correctly received universal acclaim for everything important - combat, art, story, characters, length etc. Instead of saying things thousands of others have said, I'm going to note the one flaw this game has - it's not as 'replayable' as a traditional roguelite. 

There just isn't enough level or weapon variety for this to be a 200h+ game like Isaac or Dead Cells. And that's totally fine - Hades is an incredible bargain as it is, and there's plenty to do. Just be aware that there'll come a point where you're doing runs solely for extra dialogue snippets, and for me that wasn't enough. This remains one of the very best games of the past 5 years.",1649072665,True,0,0,0,0
"Excellent for different skill levels, lovely LGBTQIA+ representation, fun easter eggs!",1649061528,True,0,0,0.471014469861984253,0
Easily one of the greatest games ive played,1649054079,True,0,0,0,0
I absolutely love this game. From it's simplistic game play that either a beginner or an expert gamer could handle to it's beautiful art style.,1649051364,True,0,0,0,0
"Wow wow wow, this game has it all. Addictive gameplay, rogue like progression feels great, mixed with a great story that progresses even as you try again.  And it's beautiful too !",1649049079,True,1,0,0,0
Excellent.,1649048399,True,0,0,0,0
Amazing game that has incredible replay value. The graphics and art style are very unique. Controls are easy to master. Overall highly recommended.  👍👍,1649046585,True,1,0,0,0
"Easily one of the best games I've ever played -- beautiful art, music, lovely progression, excellent writing, and Hades probably has the most coherent story of any roguelike. It works with its genre (roguelike) better than almost any other!",1649046413,True,0,0,0,0
"love the game and everything about it 
",1649042743,True,0,0,0,0
thanatos is bae,1649040636,True,0,0,0,0
:),1649035766,True,0,0,0,0
"Truly a masterpiece in both lore and gameplay, astonishing design and story, gets you back on and on.",1649029337,True,0,0,0,0
"Very well made game. Refined the Bastion/Transistor formula, while also making the repetition of starting over feel much much less repetitive than it feels in other games. Just one more room.",1649028907,True,0,0,0,0
very good game,1649027334,True,0,0,0,0
Fight. Die. Repeat.,1649025120,True,0,0,0,0
Its awesome,1649023214,True,0,0,0,0
i am so bisexual,1649022859,True,0,0,0,0
"---{ Graphics }---
☐ Breathtaking
☑ Impressive
☐ Good
☐ Bad
☐ Awful

---{ Gameplay }---
☑ Impeccable
☐ Great
☐ Mediocre
☐ Disappointing
☐ Disastrous

---{ Audio }---
☑ Eargasm
☐ Amazing
☐ Okay
☐ Irritating
☐ Depressing

---{ Audience }---
☐ Kids
☑ Teenagers
☑ Adults

---{ PC Requirements }---
☑ Potato
☐ Decent
☐ Fast
☐ Enthusiast

---{ Difficulty }---
☐ Easy 
☐ Medium 
☑ Hard
☐ Dark Souls

---{ Story }---
☑ Excellent
☐ Gripping
☐ Subtle
☐ Boring
☐ No story

---{ Game Time }---
☑ Endless
☐ Long
☐ Average 
☐ Short 

---{ Grind }---
☐ Nothing to grind
☐ Isn't necessary to progress
☐ Fair amount of grind
☐ Expect some serious grind!
☑ Grind Fiesta!!!

---{ Price }---
☐ It's free!!!
☑ Worth the price!
☐ Wait for sale
☐ Only if it’s free!
☐ Avoid even if it's free!!!

---{ Bugs }---
☐ No bugs
☑ Negligible
☐ Tolerable
☐ Annoying!
☐ Unplayable!!!



Hades is a fantastic roguelike action game. For little over 20€ the amount of content you get is astounding... the story, characters, visuals and soundtrack are the game's strongest selling point, I enjoyed every second of the journey Hades offered me despite failing often, which is to be expected from these type of games. Only downside of this game is that it quickly becomes grindy and repetitive, which I know is the main feature of roguelike titles... that's the only ‘’bad thing’’ I can think of. Supergiant Games truly delivered us a masterpiece which i recommend to everyone.

SCORE: 9.4/10
",1649022421,True,1,0,0.523809552192687988,0
Well my profile does not give away if I enjoy the game or not at all.,1649021799,True,0,0,0,0
"9/10 = Really fun souls-like Action RPG. Great story, unique art and of lots of skills and items to unlock. Also available on the Switch, which is my preferred way to play these type of games.

[b] Follow my [url=https://store.steampowered.com/curator/41353964/] curator page [/url] for more reviews! [/b]",1649019392,True,0,0,0.476190477609634399,0
"This game is awesome. A son trying to escape from his father's UNDERWORLD. Great weapon designs, variety of enemies. It's impossible to get bored of this game. A lot of Greek Myths and dialogues as well.",1649019373,True,1,0,0.523809552192687988,0
Fantastic gameplay! Very much worth it!,1649019006,True,0,0,0,0
"slick visual style, bumpin soundtrack, great game play-- unfolds beautifully, entertaining and addictive",1649018181,True,0,0,0,0
10/10 many hours of replayable gameplay,1649016911,True,0,0,0,0
